,date,cdb5y,cdb10y,loan5y,basis5y,basis10y,cdb5y_ma30,cdb10y_ma30,basis5y_ma30,basis10y_ma30,cdb5y_ma90,cdb10y_ma90,basis5y_ma90,basis10y_ma90,cdb5y_ma180,cdb10y_ma180,basis5y_ma180,basis10y_ma180,cdb5y_ma360,cdb10y_ma360,basis5y_ma360,basis10y_ma360,cdb5y_ma1800,cdb10y_ma1800,basis5y_ma1800,basis10y_ma1800
1859,2007-02-03,3.19,3.41,6.84,3.65,3.4299999999999997,3.0881633333333363,3.3600000000000003,3.7518366666666636,3.4799999999999995,3.0886999999999967,3.344566666666675,3.751300000000003,3.4954333333333247,3.124952222222241,3.42245444444444,3.715047777777759,3.41754555555556,3.044805277777773,3.389261388888871,3.795194722222227,3.4507386111111287,3.084088499999995,3.589715111111114,3.7559115000000047,3.250284888888886
1860,2007-02-04,3.19,3.41,6.84,3.65,3.4299999999999997,3.0922033333333365,3.3620000000000005,3.7477966666666633,3.4779999999999993,3.090588888888886,3.34601111111112,3.749411111111114,3.4939888888888797,3.1235633333333523,3.420732222222217,3.7164366666666475,3.4192677777777827,3.04686944444444,3.3903208333333157,3.79313055555556,3.449679166666684,3.0842713888888835,3.589780666666669,3.7557286111111163,3.2502193333333307
1861,2007-02-05,3.2,3.42,6.84,3.6399999999999997,3.42,3.09657666666667,3.364333333333334,3.7434233333333298,3.475666666666666,3.0925333333333307,3.34751111111112,3.747466666666669,3.4924888888888797,3.1222300000000187,3.4190377777777723,3.717769999999981,3.4209622222222276,3.048961388888885,3.3914080555555377,3.791038611111115,3.448591944444462,3.0844598333333275,3.5898517777777803,3.7555401666666723,3.2501482222222196
1862,2007-02-06,3.2285,3.45,6.84,3.6115,3.3899999999999997,3.101900000000003,3.3676666666666675,3.7380999999999966,3.4723333333333324,3.094794444444442,3.3492888888888976,3.745205555555558,3.490711111111102,3.121055000000019,3.4175099999999947,3.718944999999981,3.422490000000005,3.051132499999996,3.392578611111093,3.788867500000004,3.4474213888889067,3.0846803333333273,3.589948166666669,3.7553196666666726,3.250051833333331
1863,2007-02-07,3.2288,3.46,6.84,3.6111999999999997,3.38,3.1066700000000034,3.371333333333334,3.7333299999999965,3.4686666666666657,3.0970033333333307,3.351177777777786,3.742996666666669,3.488822222222214,3.1198816666666853,3.4160655555555506,3.7201183333333145,3.4239344444444493,3.053304444444441,3.393776944444426,3.786695555555559,3.4462230555555737,3.0848704444444386,3.5901035000000023,3.7551295555555613,3.2498964999999975
1864,2007-02-08,3.2186,3.46,6.84,3.6214,3.38,3.1117900000000036,3.375000000000001,3.7282099999999962,3.464999999999999,3.0990988888888866,3.3530666666666744,3.7409011111111132,3.4869333333333254,3.1186516666666853,3.414621111111106,3.7213483333333146,3.425378888888894,3.0554480555555523,3.3949752777777595,3.7845519444444475,3.4450247222222403,3.085101499999994,3.5902692222222248,3.7548985000000057,3.249730777777775
1865,2007-02-09,3.245,3.49,6.84,3.5949999999999998,3.3499999999999996,3.11779666666667,3.3796666666666675,3.7222033333333298,3.4603333333333324,3.1014877777777756,3.3552888888888965,3.7385122222222242,3.4847111111111033,3.1175683333333515,3.4133433333333283,3.7224316666666484,3.4266566666666716,3.056933055555552,3.395299722222204,3.783066944444448,3.444700277777796,3.0853771666666607,3.5904250000000024,3.754622833333339,3.2495749999999974
1866,2007-02-10,3.245,3.49,6.84,3.5949999999999998,3.3499999999999996,3.124063333333337,3.3843333333333345,3.715936666666663,3.4556666666666653,3.103876666666665,3.3575111111111187,3.736123333333335,3.482488888888881,3.1165683333333516,3.412093333333328,3.7234316666666483,3.4279066666666718,3.0587641666666627,3.396026944444426,3.781235833333337,3.4439730555555736,3.085634833333327,3.590562000000002,3.754365166666673,3.249437999999998
1867,2007-02-11,3.245,3.49,6.84,3.5949999999999998,3.3499999999999996,3.1298966666666703,3.389000000000001,3.7101033333333295,3.4509999999999987,3.106265555555554,3.359733333333341,3.733734444444446,3.480266666666659,3.115679444444463,3.410871111111106,3.7243205555555368,3.429128888888894,3.06082944444444,3.3970586111110928,3.77917055555556,3.442941388888907,3.0858924999999933,3.5906990000000016,3.7541075000000066,3.249300999999998
1868,2007-02-12,3.25,3.5,6.84,3.59,3.34,3.1358966666666706,3.394000000000001,3.7041033333333293,3.445999999999999,3.108709999999999,3.362066666666674,3.731290000000001,3.477933333333326,3.115040555555574,3.409787777777772,3.724959444444426,3.4302122222222278,3.0629544444444403,3.3982430555555374,3.7770455555555595,3.4417569444444625,3.0861529444444376,3.590841555555557,3.7538470555555623,3.249158444444443
1869,2007-02-13,3.24,3.5,6.84,3.5999999999999996,3.34,3.1415633333333375,3.3990000000000014,3.6984366666666624,3.4409999999999985,3.110932222222221,3.364288888888896,3.7290677777777788,3.475711111111104,3.1144850000000184,3.40881555555555,3.7255149999999815,3.4311844444444497,3.0650516666666627,3.399427499999982,3.774948333333337,3.440572500000018,3.0864217222222154,3.5909718333333345,3.7535782777777844,3.2490281666666654
1870,2007-02-14,3.25,3.5,6.84,3.59,3.34,3.147150000000004,3.4040000000000017,3.692849999999996,3.435999999999998,3.113265555555554,3.366511111111118,3.7267344444444457,3.4734888888888817,3.1139294444444627,3.4078155555555503,3.726070555555537,3.4321844444444496,3.067176666666663,3.4006119444444267,3.7728233333333367,3.439388055555573,3.0866806666666595,3.591124833333335,3.7533193333333403,3.248875166666665
1871,2007-02-15,3.25,3.5,6.84,3.59,3.34,3.1534566666666706,3.4090000000000016,3.6865433333333293,3.4309999999999983,3.1153766666666654,3.368511111111118,3.7246233333333345,3.471488888888882,3.113373888888907,3.406815555555551,3.7266261111110928,3.433184444444449,3.069075555555552,3.401476666666649,3.770924444444448,3.4385233333333507,3.086971722222215,3.591274833333335,3.753028277777785,3.2487251666666648
1872,2007-02-16,3.27,3.51,6.84,3.57,3.33,3.160923333333337,3.4143333333333357,3.679076666666663,3.425666666666664,3.1177099999999984,3.370622222222229,3.7222900000000014,3.469377777777771,3.1129294444444624,3.4058711111111064,3.7270705555555375,3.4341288888888934,3.070479444444441,3.402334999999982,3.769520555555559,3.4376650000000177,3.087277444444438,3.5914227777777796,3.752722555555562,3.2485772222222202
1873,2007-02-17,3.27,3.51,6.84,3.57,3.33,3.1679233333333365,3.4196666666666693,3.6720766666666633,3.4203333333333306,3.1200433333333315,3.3727333333333402,3.7199566666666684,3.4672666666666596,3.112123888888907,3.404648888888884,3.727876111111093,3.4353511111111157,3.072199999999997,3.402951388888871,3.767800000000003,3.4370486111111287,3.0875722222222155,3.5915831666666684,3.7524277777777844,3.2484168333333314
1874,2007-02-18,3.27,3.51,6.84,3.57,3.33,3.1745900000000034,3.425000000000003,3.6654099999999965,3.414999999999997,3.12193222222222,3.3745111111111177,3.71806777777778,3.465488888888882,3.1113350000000177,3.4033433333333285,3.728664999999982,3.4366566666666714,3.0739480555555523,3.40369777777776,3.7660519444444476,3.4363022222222397,3.0878669999999935,3.5917435555555577,3.7521330000000064,3.248256444444442
1875,2007-02-19,3.27,3.51,6.84,3.57,3.33,3.18125666666667,3.4303333333333366,3.6587433333333297,3.4096666666666633,3.123654444444442,3.376288888888895,3.716345555555558,3.4637111111111047,3.1105850000000177,3.4020655555555503,3.729414999999982,3.4379344444444495,3.0755077777777746,3.404105555555538,3.7644922222222252,3.435894444444462,3.0881617777777715,3.5919039444444465,3.7518382222222284,3.2480960555555534
1876,2007-02-20,3.27,3.51,6.84,3.57,3.33,3.187923333333337,3.43566666666667,3.652076666666663,3.4043333333333297,3.125332222222219,3.3779444444444504,3.714667777777781,3.4620555555555494,3.110073888888907,3.4007877777777726,3.729926111111093,3.4392122222222272,3.077067499999997,3.4045133333333157,3.762932500000003,3.435486666666684,3.088434833333327,3.5920453333333353,3.7515651666666727,3.2479546666666645
1877,2007-02-21,3.27,3.51,6.84,3.57,3.33,3.194590000000004,3.441000000000004,3.645409999999996,3.398999999999996,3.12694333333333,3.3795555555555614,3.71305666666667,3.4604444444444384,3.109629444444462,3.399509999999995,3.7303705555555378,3.440490000000005,3.0786272222222193,3.4049211111110935,3.7613727777777806,3.4350788888889063,3.0886741111111053,3.5922528333333354,3.7513258888888945,3.2477471666666644
1878,2007-02-22,3.27,3.51,6.84,3.57,3.33,3.200923333333337,3.446000000000004,3.639076666666663,3.3939999999999957,3.128637777777774,3.381222222222228,3.711362222222226,3.458777777777772,3.1091850000000174,3.3982322222222168,3.7308149999999825,3.441767777777783,3.080224722222219,3.4052683333333156,3.7597752777777806,3.4347316666666843,3.088899777777772,3.5924327777777805,3.751100222222228,3.2475672222222194
1879,2007-02-23,3.27,3.51,6.84,3.57,3.33,3.2071466666666706,3.4510000000000045,3.6328533333333293,3.3889999999999953,3.130332222222218,3.3828888888888944,3.709667777777782,3.4571111111111055,3.1087405555555727,3.396954444444439,3.731259444444427,3.443045555555561,3.08181583333333,3.4064194444444267,3.7581841666666698,3.433580555555573,3.0892077222222167,3.592620166666669,3.750792277777783,3.247379833333331
1880,2007-02-24,3.27,3.51,6.84,3.57,3.33,3.2134800000000037,3.4560000000000044,3.626519999999996,3.3839999999999955,3.1320266666666625,3.384555555555561,3.7079733333333373,3.455444444444439,3.1082850000000173,3.3956711111111058,3.7317149999999826,3.444328888888894,3.083538055555552,3.407613888888871,3.756461944444448,3.432386111111129,3.0895282777777724,3.592816555555558,3.7504717222222275,3.247183444444442
1881,2007-02-25,3.26,3.51,6.84,3.58,3.33,3.2193133333333375,3.4610000000000047,3.6206866666666624,3.378999999999995,3.133593333333329,3.3862222222222274,3.706406666666671,3.4537777777777725,3.107757222222239,3.3943099999999946,3.7322427777777607,3.4456900000000052,3.0852324999999965,3.4088361111110936,3.7547675000000034,3.431163888888906,3.0898432777777725,3.593012944444447,3.7501567222222274,3.246987055555553
1882,2007-02-26,3.26,3.52,6.84,3.58,3.32,3.2251466666666713,3.466333333333338,3.6148533333333286,3.373666666666662,3.1352599999999953,3.388000000000005,3.7047400000000046,3.451999999999995,3.107257222222239,3.393032222222217,3.732742777777761,3.446967777777783,3.086982499999996,3.4101138888888713,3.753017500000004,3.4298861111111285,3.0901582777777725,3.593214888888892,3.7498417222222273,3.246785111111108
1883,2007-02-27,3.28,3.53,6.84,3.56,3.31,3.231646666666671,3.4720000000000044,3.6083533333333286,3.3679999999999954,3.1371488888888837,3.3898333333333377,3.702851111111116,3.450166666666662,3.1068961111111277,3.3918322222222166,3.733103888888872,3.4481677777777833,3.0887880555555514,3.411419444444427,3.7512119444444485,3.428580555555573,3.090446333333328,3.5934627222222253,3.749553666666672,3.2465372777777746
1884,2007-02-28,3.28,3.54,6.84,3.56,3.3,3.2376966666666713,3.4780000000000046,3.6023033333333285,3.361999999999995,3.1390933333333275,3.3919444444444484,3.7009066666666723,3.4480555555555514,3.10651833333335,3.3906933333333273,3.7334816666666497,3.4493066666666725,3.0905936111111063,3.4127527777777606,3.7494063888888935,3.427247222222239,3.0907798888888833,3.5937075555555587,3.7492201111111165,3.246292444444441
1885,2007-03-01,3.28,3.54,7.11,3.8300000000000005,3.5700000000000003,3.2426966666666717,3.4833333333333387,3.8673033333333287,3.6266666666666616,3.141093333333327,3.3942777777777824,3.9689066666666735,3.715722222222218,3.106140555555572,3.3895544444444385,4.003859444444428,3.720445555555562,3.0922880555555503,3.4139194444444274,4.01771194444445,3.696080555555573,3.0911276111111055,3.5939538333333365,4.018872388888894,3.516046166666664
1886,2007-03-02,3.3,3.55,7.11,3.8100000000000005,3.5600000000000005,3.247696666666671,3.489000000000005,3.862303333333329,3.620999999999995,3.143315555555549,3.3967222222222273,3.9666844444444513,3.713277777777773,3.1058738888889055,3.3884711111111048,4.004126111111095,3.7215288888888955,3.094149166666661,3.415224999999983,4.015850833333339,3.6947750000000172,3.0914472777777724,3.594128055555559,4.018552722222228,3.5158719444444415
1887,2007-03-03,3.3,3.55,7.11,3.8100000000000005,3.5600000000000005,3.2520300000000044,3.494000000000005,3.857969999999996,3.615999999999995,3.145537777777771,3.3991666666666718,3.964462222222229,3.7108333333333285,3.105623888888905,3.387415555555549,4.004376111111095,3.7225844444444514,3.096010277777772,3.416502777777761,4.013989722222228,3.6934972222222395,3.0917233888888838,3.5943807777777814,4.018276611111117,3.515619222222219
1888,2007-03-04,3.3,3.55,7.11,3.8100000000000005,3.5600000000000005,3.255696666666671,3.4986666666666717,3.854303333333329,3.6113333333333286,3.14810666666666,3.4017222222222276,3.9618933333333404,3.7082777777777727,3.105523888888905,3.386359999999993,4.004476111111096,3.723640000000007,3.097899166666661,3.417836111111094,4.0121008333333394,3.6921638888889063,3.091999499999995,3.594633500000004,4.018000500000005,3.5153664999999963
1889,2007-03-05,3.3,3.55,7.11,3.8100000000000005,3.5600000000000005,3.259363333333338,3.5033333333333383,3.8506366666666625,3.606666666666662,3.1507877777777713,3.4042777777777835,3.959212222222229,3.705722222222217,3.105518333333349,3.3853044444444373,4.004481666666651,3.724695555555563,3.0997602777777717,3.4191416666666496,4.010239722222229,3.6908583333333507,3.0922756111111065,3.5948862222222266,4.017724388888894,3.5151137777777737
1890,2007-03-06,3.31,3.56,7.11,3.8000000000000003,3.5500000000000003,3.263363333333338,3.5083333333333386,3.8466366666666625,3.6016666666666617,3.153415555555549,3.4069444444444503,3.9565844444444513,3.70305555555555,3.105623888888904,3.3843488888888817,4.004376111111096,3.7256511111111186,3.10164916666666,3.4204749999999833,4.00835083333334,3.689525000000017,3.092645222222218,3.595169444444449,4.017354777777783,3.5148305555555512
1891,2007-03-07,3.31,3.56,7.11,3.8000000000000003,3.5500000000000003,3.2670300000000045,3.5130000000000052,3.842969999999996,3.596999999999995,3.1559899999999934,3.4096111111111167,3.954010000000007,3.7003888888888836,3.1057072222222373,3.3833988888888813,4.0042927777777635,3.726601111111119,3.1035380555555485,3.4218083333333165,4.006461944444451,3.688191666666684,3.092857611111107,3.595408611111116,4.017142388888893,3.5145913888888844
1892,2007-03-08,3.31,3.57,7.11,3.8000000000000003,3.5400000000000005,3.2697466666666712,3.517000000000005,3.840253333333329,3.5929999999999955,3.1581722222222153,3.4121666666666726,3.951827777777785,3.6978333333333278,3.1057905555555703,3.382504444444437,4.00420944444443,3.727495555555563,3.1053991666666594,3.42314166666665,4.004600833333341,3.6868583333333502,3.093234222222218,3.5956417222222266,4.016765777777782,3.5143582777777738
1893,2007-03-09,3.32,3.6,7.11,3.7900000000000005,3.5100000000000002,3.2727866666666707,3.5216666666666714,3.8372133333333296,3.588333333333329,3.1604655555555485,3.415055555555562,3.949534444444452,3.694944444444438,3.10592944444446,3.3817766666666595,4.00407055555554,3.7282233333333408,3.1073436111111037,3.424613888888872,4.002656388888896,3.685386111111128,3.093608888888885,3.595965944444449,4.0163911111111155,3.5140340555555514
1894,2007-03-10,3.32,3.6,7.11,3.7900000000000005,3.5100000000000002,3.2761666666666707,3.5263333333333384,3.8338333333333297,3.583666666666662,3.1627588888888813,3.4179444444444513,3.947241111111119,3.692055555555549,3.106190555555571,3.3811655555555484,4.003809444444429,3.728834444444452,3.109343611111104,3.426113888888872,4.000656388888896,3.6838861111111285,3.0940207777777737,3.59633005555556,4.015979222222226,3.51366994444444
1895,2007-03-11,3.32,3.6,7.11,3.7900000000000005,3.5100000000000002,3.2786666666666706,3.530000000000005,3.8313333333333297,3.579999999999995,3.165175555555548,3.420833333333341,3.9448244444444525,3.6891666666666594,3.10681444444446,3.380871111111104,4.0031855555555405,3.7291288888888965,3.111288055555548,3.4275861111110943,3.998711944444452,3.682413888888906,3.0944326666666626,3.596694166666672,4.015567333333338,3.5133058333333285
1896,2007-03-12,3.3182,3.63,7.11,3.7918000000000003,3.4800000000000004,3.2811066666666706,3.5346666666666717,3.8288933333333297,3.5753333333333286,3.1675055555555476,3.4239444444444516,3.9424944444444527,3.6860555555555488,3.1074838888889045,3.3807988888888816,4.002516111111095,3.7292011111111187,3.113171944444437,3.4291138888888724,3.9968280555555635,3.680886111111128,3.0948435555555514,3.59707494444445,4.0151564444444485,3.5129250555555505
1897,2007-03-13,3.3157,3.64,7.11,3.7943000000000002,3.47,3.283463333333337,3.5396666666666716,3.826536666666663,3.5703333333333287,3.1697999999999924,3.4271666666666736,3.940200000000008,3.6828333333333267,3.1080772222222377,3.3808449999999923,4.001922777777763,3.729155000000008,3.1150488888888814,3.4306694444444283,3.994951111111119,3.679330555555572,3.0952904444444402,3.5974705000000053,4.0147095555555605,3.512529499999995
1898,2007-03-14,3.3331,3.64,7.11,3.7769000000000004,3.47,3.286233333333337,3.5443333333333387,3.823766666666663,3.5656666666666617,3.1724644444444365,3.430388888888895,3.937535555555564,3.679611111111105,3.1089277777777933,3.3810672222222142,4.0010722222222075,3.728932777777786,3.116974166666659,3.4322249999999843,3.9930258333333413,3.677775000000016,3.0957607777777736,3.597877500000006,4.014239222222226,3.5121224999999945
1899,2007-03-15,3.3316,3.65,7.11,3.7784000000000004,3.4600000000000004,3.2892866666666705,3.5493333333333386,3.82071333333333,3.5606666666666618,3.1751044444444365,3.433611111111117,3.934895555555564,3.676388888888883,3.1097700000000157,3.381344999999992,4.000229999999984,3.7286550000000083,3.1189230555555474,3.433836111111096,3.991076944444453,3.676163888888904,3.0961943333333295,3.5982691111111165,4.013805666666671,3.511730888888884
1900,2007-03-16,3.3487,3.66,7.11,3.7613000000000003,3.45,3.2925766666666703,3.5546666666666717,3.81742333333333,3.5553333333333286,3.177934444444437,3.4369444444444506,3.9320655555555635,3.6730555555555497,3.1107072222222385,3.381678333333325,3.999292777777762,3.7283216666666754,3.120891666666658,3.4354472222222077,3.989108333333342,3.6745527777777927,3.096601888888885,3.598647333333339,4.013398111111115,3.5113526666666615
1901,2007-03-17,3.3487,3.66,7.11,3.7613000000000003,3.45,3.29586666666667,3.560000000000005,3.8141333333333303,3.5499999999999954,3.1807644444444367,3.440277777777784,3.9292355555555636,3.6697222222222163,3.1118388888889053,3.3821622222222136,3.998161111111095,3.7278377777777867,3.1228047222222135,3.4370305555555416,3.987195277777787,3.6729694444444587,3.0970236111111067,3.5990590000000053,4.012976388888894,3.510940999999995
1902,2007-03-18,3.3487,3.66,7.11,3.7613000000000003,3.45,3.2984900000000033,3.565000000000005,3.811509999999997,3.5449999999999955,3.183416666666659,3.4436111111111174,3.9265833333333413,3.666388888888883,3.1130183333333497,3.3828722222222134,3.9969816666666507,3.727127777777787,3.1246622222222133,3.4384749999999857,3.985337777777787,3.6715250000000146,3.0974453333333285,3.5994706666666723,4.012554666666672,3.510529333333328
1903,2007-03-19,3.3828,3.69,7.11,3.7272000000000003,3.4200000000000004,3.3022500000000035,3.5710000000000046,3.807749999999997,3.5389999999999957,3.1864477777777696,3.447388888888895,3.9235522222222308,3.6626111111111053,3.114772777777794,3.383927777777769,3.9952272222222063,3.726072222222231,3.1265588888888804,3.439974999999986,3.98344111111112,3.6700250000000145,3.097885999999995,3.5998990000000055,4.012114000000006,3.510100999999995
1904,2007-03-20,3.3809,3.71,7.11,3.7291000000000003,3.4000000000000004,3.3059466666666704,3.577666666666671,3.80405333333333,3.5323333333333293,3.1893688888888807,3.4513888888888946,3.9206311111111196,3.6586111111111057,3.1167961111111273,3.38575277777777,3.993203888888873,3.7242472222222305,3.128450277777769,3.441530555555541,3.981549722222231,3.6684694444444594,3.098220499999995,3.600037166666672,4.011779500000005,3.5099628333333284
1905,2007-03-21,3.4003,3.74,7.11,3.7097,3.37,3.3102900000000037,3.5853333333333373,3.7997099999999966,3.524666666666663,3.1925944444444365,3.455722222222228,3.917405555555564,3.6542777777777724,3.118996666666683,3.388014999999992,3.9910033333333175,3.7219850000000085,3.130395555555547,3.44316944444443,3.9796044444444534,3.6668305555555705,3.098678833333328,3.6004864444444498,4.011321166666672,3.5095135555555506
1906,2007-03-22,3.4599,3.7959,7.11,3.6501,3.3141000000000003,3.3166200000000043,3.594863333333337,3.793379999999996,3.5151366666666632,3.196482222222214,3.460676666666672,3.9135177777777863,3.6493233333333284,3.1215283333333494,3.3905877777777693,3.988471666666651,3.719412222222231,3.1321141666666583,3.444993055555541,3.977885833333342,3.6650069444444595,3.0992559444444394,3.6010271666666718,4.010744055555561,3.5089728333333285
1907,2007-03-23,3.4611,3.796,7.11,3.6489000000000003,3.3140000000000005,3.3229900000000043,3.6043966666666707,3.787009999999996,3.5056033333333296,3.200383333333325,3.4656322222222276,3.9096166666666754,3.6443677777777728,3.124066666666683,3.393161111111103,3.985933333333317,3.7168388888888972,3.1338949999999914,3.446926388888875,3.976105000000009,3.6630736111111255,3.099844277777773,3.6015646111111166,4.010155722222228,3.5084353888888837
1908,2007-03-24,3.4611,3.796,7.11,3.6489000000000003,3.3140000000000005,3.3293600000000043,3.613930000000004,3.780639999999996,3.4960699999999965,3.204284444444436,3.4705877777777827,3.9057155555555645,3.6394122222222176,3.126602222222239,3.3955494444444367,3.9833977777777614,3.7144505555555636,3.135703611111103,3.4488597222222084,3.9742963888888974,3.661140277777792,3.100441055555551,3.602120111111117,4.00955894444445,3.5078798888888834
1909,2007-03-25,3.4611,3.796,7.11,3.6489000000000003,3.3140000000000005,3.3357300000000047,3.6234633333333375,3.7742699999999956,3.486536666666663,3.2081855555555467,3.4754877777777824,3.9018144444444536,3.634512222222218,3.1290438888889054,3.3980272222222148,3.980956111111095,3.7119727777777856,3.137406111111103,3.4507374999999865,3.9725938888888974,3.659262500000014,3.101037833333329,3.6026756111111173,4.008962166666672,3.507324388888883
1910,2007-03-26,3.4607,3.79,7.11,3.6493,3.3200000000000003,3.3420866666666718,3.6327966666666707,3.7679133333333286,3.4772033333333296,3.2120822222222127,3.480321111111116,3.8979177777777876,3.6296788888888845,3.1314683333333493,3.4005272222222143,3.978531666666651,3.709472777777786,3.1391652777777703,3.452515277777764,3.97083472222223,3.6574847222222364,3.1016343888888835,3.603227777777784,4.008365611111117,3.5067722222222164
1911,2007-03-27,3.4609,3.79,7.11,3.6491000000000002,3.3200000000000003,3.348783333333338,3.642130000000004,3.7612166666666624,3.4678699999999965,3.2159811111111014,3.4852100000000044,3.894018888888899,3.624789999999996,3.133896111111127,3.4030827777777692,3.9761038888888733,3.706917222222231,3.140924999999993,3.4542930555555413,3.9690750000000072,3.655706944444459,3.1022363888888838,3.6037943333333398,4.007763611111116,3.5062056666666606
1912,2007-03-28,3.4576,3.78,7.11,3.6524000000000005,3.3300000000000005,3.3553700000000046,3.650796666666671,3.7546299999999957,3.4592033333333294,3.2198433333333236,3.489987777777782,3.8901566666666767,3.6200122222222184,3.1363066666666826,3.405582777777769,3.9736933333333178,3.704417222222231,3.142675555555549,3.4560430555555413,3.9673244444444515,3.653956944444459,3.1028182777777724,3.6043704444444504,4.007181722222228,3.50562955555555
1913,2007-03-29,3.4575,3.79,7.11,3.6525000000000003,3.3200000000000003,3.361286666666671,3.6594633333333375,3.7487133333333293,3.450536666666663,3.2237044444444343,3.494821111111115,3.886295555555566,3.6151788888888854,3.1387205555555715,3.408138333333324,3.971279444444429,3.701861666666676,3.1444463888888823,3.4577008333333192,3.965553611111118,3.652299166666681,3.1034068888888835,3.6049366111111167,4.006593111111117,3.5050633888888836
1914,2007-03-30,3.4576,3.79,7.11,3.6524000000000005,3.3200000000000003,3.3672066666666707,3.667796666666671,3.7427933333333296,3.4422033333333295,3.227577777777768,3.4996544444444484,3.882422222222232,3.610345555555552,3.1411350000000153,3.410693888888879,3.968864999999985,3.699306111111121,3.1462591666666597,3.459369166666652,3.9637408333333406,3.650630833333348,3.1040834999999944,3.605539222222228,4.005916500000006,3.5044607777777723
1915,2007-03-31,3.4576,3.79,7.11,3.6524000000000005,3.3200000000000003,3.373126666666671,3.6761300000000046,3.7368733333333295,3.4338699999999958,3.231495555555546,3.504487777777782,3.8785044444444545,3.6055122222222185,3.1435494444444596,3.4132494444444346,3.9664505555555407,3.6967505555555658,3.1480997222222147,3.4610636111110966,3.9619002777777856,3.6489363888889037,3.104629888888883,3.606040000000006,4.005370111111118,3.5039599999999944
1916,2007-04-01,3.4576,3.79,7.11,3.6524000000000005,3.3200000000000003,3.3783800000000044,3.6841300000000046,3.731619999999996,3.4258699999999958,3.2354133333333235,3.5093211111111153,3.874586666666677,3.600678888888885,3.1459638888889034,3.4158049999999895,3.964036111111097,3.6941950000000108,3.149941111111104,3.4627338888888746,3.9600588888888963,3.6472661111111258,3.105222499999994,3.6066280000000055,4.0047775000000065,3.503371999999995
1917,2007-04-02,3.4575,3.8,7.11,3.6525000000000003,3.3100000000000005,3.383630000000004,3.692463333333338,3.726369999999996,3.4175366666666624,3.2393299999999896,3.5142655555555598,3.8706700000000107,3.5957344444444406,3.148377777777792,3.4184161111111,3.9616222222222084,3.6915838888889003,3.1518480555555484,3.464563333333319,3.958151944444452,3.6454366666666815,3.1058537222222165,3.607236166666673,4.004146277777783,3.5027638333333275
1918,2007-04-03,3.4565,3.8,7.11,3.6535,3.3100000000000005,3.3888466666666712,3.700796666666671,3.721153333333329,3.409203333333329,3.243235555555545,3.5192100000000037,3.8667644444444553,3.5907899999999966,3.1507861111111253,3.421027222222211,3.959213888888875,3.6889727777777894,3.153752222222215,3.466392777777763,3.956247777777785,3.6436072222222373,3.1064756666666606,3.6078399444444504,4.00352433333334,3.50216005555555
1919,2007-04-04,3.47,3.8,7.11,3.64,3.3100000000000005,3.3945133333333377,3.7091300000000045,3.7154866666666626,3.400869999999996,3.2473466666666564,3.524154444444448,3.862653333333344,3.585845555555552,3.153269444444459,3.4236383333333213,3.9567305555555414,3.686361666666679,3.155693888888882,3.4682222222222077,3.9543061111111184,3.6417777777777927,3.107096277777772,3.608453222222228,4.002903722222229,3.5015467777777722
1920,2007-04-05,3.48,3.8,7.11,3.6300000000000003,3.3100000000000005,3.4001800000000046,3.7171300000000045,3.7098199999999957,3.392869999999996,3.2519155555555455,3.529154444444448,3.858084444444455,3.5808455555555523,3.1558083333333475,3.4262494444444322,3.954191666666653,3.683750555555568,3.1575180555555487,3.469999999999985,3.9524819444444517,3.6400000000000152,3.1077224444444385,3.609066500000006,4.002277555555562,3.500933499999994
1921,2007-04-06,3.4881,3.8,7.11,3.6219,3.3100000000000005,3.406116666666671,3.7251300000000045,3.703883333333329,3.384869999999996,3.256574444444434,3.534154444444448,3.8534255555555665,3.5758455555555524,3.1584088888889035,3.4288605555555427,3.951591111111097,3.6811394444444576,3.1592661111111044,3.471752222222207,3.950733888888896,3.6382477777777935,3.1083531111111053,3.609679777777784,4.001646888888895,3.5003202222222165
1922,2007-04-07,3.4881,3.8,7.11,3.6219,3.3100000000000005,3.412053333333338,3.732796666666671,3.6979466666666623,3.377203333333329,3.261233333333322,3.539154444444448,3.848766666666678,3.5708455555555525,3.160985000000015,3.4314161111110977,3.9490149999999855,3.6785838888889026,3.161012777777771,3.4734691666666513,3.9489872222222293,3.636530833333349,3.108983777777772,3.610293055555562,4.001016222222228,3.4997069444444384
1923,2007-04-08,3.4881,3.8,7.11,3.6219,3.3100000000000005,3.4176566666666717,3.739463333333338,3.6923433333333286,3.3705366666666623,3.265704444444433,3.5441544444444477,3.844295555555567,3.5658455555555526,3.1635477777777927,3.433971666666653,3.9464522222222076,3.676028333333347,3.1628422222222152,3.475190277777762,3.947157777777785,3.634809722222238,3.1096144444444382,3.6109063333333395,4.000385555555562,3.4990936666666608
1924,2007-04-09,3.54,3.81,7.11,3.5700000000000003,3.3000000000000003,3.4249900000000055,3.746463333333338,3.685009999999995,3.363536666666662,3.2709822222222114,3.5492655555555586,3.839017777777789,3.5607344444444418,3.1664000000000145,3.4366938888888745,3.943599999999986,3.673306111111126,3.1647844444444377,3.476940277777762,3.9452155555555626,3.6330597222222383,3.110273944444438,3.6115251666666732,3.9997260555555623,3.498474833333327
